ids,label
99759,9.0
97808,8.0
71454,5.0
31602,3.0
45251,0.0
31645,6.0
86027,7.0
25859,9.0
57103,4.0
36908,2.0
29679,6.0
56101,8.0
98341,0.0
44076,1.0
92633,8.0
31631,9.0
53203,1.0
35480,7.0
87416,3.0
27207,7.0
91927,9.0
85318,3.0
62873,1.0
63227,8.0
30498,3.0
67372,9.0
20907,4.0
48622,7.0
56444,9.0
78313,3.0
42241,7.0
54108,9.0
68650,5.0
98610,1.0
72448,3.0
53407,8.0
79056,6.0
90737,9.0
84008,2.0
85741,2.0
34542,6.0
32946,5.0
87903,6.0
79911,0.0
46143,5.0
86828,1.0
77961,3.0
27410,9.0
85089,9.0
74538,3.0
37514,9.0
34306,9.0
23127,4.0
61628,6.0
67144,4.0
62376,3.0
67679,7.0
92986,6.0
34350,1.0
22872,1.0
94831,8.0
57600,7.0
61248,7.0
54437,5.0
48290,6.0
55350,8.0
27746,4.0
54239,6.0
53452,8.0
33326,1.0
83270,2.0
31620,6.0
64354,6.0
29049,7.0
37422,3.0
90827,7.0
87314,6.0
96708,7.0
55990,5.0
73330,1.0
93260,3.0
68959,8.0
65904,3.0
21776,0.0
52734,3.0
35777,8.0
83746,4.0
86983,0.0
86702,1.0
38204,3.0
38998,0.0
89402,7.0
55569,6.0
49049,7.0
85292,0.0
67988,9.0
68369,1.0
30263,1.0
90092,3.0
36773,2.0
37205,7.0
70891,6.0
59546,2.0
71344,7.0
76874,8.0
74628,9.0
25230,0.0
29168,1.0
24799,3.0
96187,5.0
52977,9.0
59444,6.0
54400,3.0
58230,9.0
61567,9.0
99368,1.0
70927,2.0
57873,9.0
21458,0.0
73917,1.0
95587,7.0
52975,0.0
87668,0.0
84016,5.0
75641,1.0
40816,9.0
42323,8.0
39590,7.0
39485,3.0
65194,9.0
75052,1.0
93785,0.0
61571,3.0
56962,9.0
92774,9.0
29809,4.0
50141,9.0
93566,3.0
97204,9.0
53070,3.0
38238,8.0
42537,8.0
24930,0.0
87819,0.0
20290,8.0
73674,9.0
67948,7.0
63858,9.0
33358,0.0
48122,5.0
79974,9.0
30660,0.0
41016,2.0
67670,7.0
39694,7.0
64073,3.0
93793,1.0
60785,9.0
29272,8.0
28658,3.0
37292,6.0
28359,8.0
97664,9.0
54722,1.0
62778,8.0
54459,8.0
44915,0.0
66663,6.0
36991,7.0
75326,1.0
34022,4.0
83104,3.0
70191,3.0
46904,2.0
93812,1.0
24673,4.0
34375,5.0
79563,0.0
25280,7.0
46588,8.0
90129,8.0
47077,8.0
88670,6.0
94374,0.0
87643,2.0
65235,7.0
69524,8.0
81834,1.0
91768,9.0
55917,3.0
83584,5.0
85852,2.0
49712,6.0
26273,8.0
72550,3.0
82755,1.0
30203,1.0
87260,6.0
84129,1.0
42884,4.0
55590,3.0
95903,9.0
42871,9.0
99879,1.0
64013,1.0
58783,5.0
25783,9.0
24504,4.0
73408,5.0
25262,9.0
30091,5.0
48889,5.0
79712,8.0
38607,0.0
32844,1.0
94860,3.0
62986,1.0
59582,7.0
41473,9.0
50530,3.0
68116,5.0
70941,4.0
32893,6.0
90532,5.0
89672,2.0
93853,9.0
92731,8.0
23634,5.0
64808,7.0
48666,2.0
41400,9.0
76804,3.0
57456,8.0
96290,7.0
24274,6.0
77714,5.0
75699,1.0
42311,7.0
27731,6.0
29701,8.0
50626,8.0
99023,9.0
89035,9.0
55096,0.0
49272,2.0
55799,3.0
83057,9.0
34530,7.0
41858,6.0
34546,0.0
88110,4.0
65782,5.0
41971,0.0
99612,0.0
89715,8.0
57014,8.0
36330,9.0
75192,2.0
62197,2.0
76063,8.0
61610,2.0
88880,6.0
35023,6.0
88781,9.0
38790,6.0
45876,9.0
80498,7.0
62539,5.0
39300,9.0
82782,9.0
26151,2.0
94948,7.0
58546,4.0
46519,7.0
64975,8.0
90345,0.0
84122,0.0
26651,1.0
20403,6.0
97130,3.0
79016,0.0
23615,0.0
45163,0.0
55449,2.0
46502,9.0
77148,7.0
99003,3.0
59126,0.0
87299,1.0
65147,7.0
88056,1.0
23587,9.0
44924,8.0
43068,9.0
95582,4.0
89998,4.0
66039,3.0
94722,0.0
37828,3.0
95216,4.0
25297,5.0
25996,5.0
72129,3.0
56682,0.0
60541,6.0
92421,6.0
66179,9.0
27199,1.0
39595,0.0
43736,0.0
45672,1.0
87141,3.0
26955,3.0
57013,7.0
36976,3.0
62325,7.0
51626,6.0
64521,2.0
41021,2.0
78521,8.0
90902,8.0
61107,3.0
48310,2.0
38958,5.0
59544,2.0
78790,8.0
72153,8.0
28311,3.0
28023,6.0
88853,6.0
57320,8.0
85233,0.0
45033,0.0
61281,2.0
34342,1.0
62927,2.0
80300,1.0
93862,3.0
91116,2.0
62560,5.0
93757,4.0
31374,6.0
71984,0.0
89926,2.0
86270,0.0
23814,2.0
46445,9.0
47544,0.0
27778,5.0
34269,0.0
66722,0.0
23966,2.0
74589,1.0
43095,8.0
68965,5.0
97333,6.0
88256,2.0
33941,6.0
68401,3.0
70081,3.0
91839,6.0
72421,3.0
42208,3.0
90643,6.0
32769,6.0
21236,9.0
38192,0.0
47703,3.0
68551,4.0
48460,7.0
38151,2.0
52379,7.0
57899,1.0
56045,4.0
61904,7.0
88043,4.0
91766,3.0
30713,9.0
63256,1.0
21695,3.0
73191,8.0
41042,8.0
37946,4.0
22748,2.0
73116,6.0
77031,9.0
36102,0.0
53641,9.0
97293,6.0
26873,0.0
22317,2.0
62940,9.0
37374,6.0
25440,7.0
35572,4.0
53121,5.0
38256,4.0
92105,2.0
34288,4.0
34179,7.0
84382,2.0
26120,4.0
87386,4.0
73222,5.0
99674,1.0
61095,3.0
68806,8.0
92237,2.0
28915,1.0
71687,8.0
31720,6.0
90254,6.0
30126,8.0
57254,7.0
58854,9.0
30040,0.0
94373,8.0
70672,5.0
99648,9.0
85225,4.0
60913,1.0
59437,6.0
73538,8.0
89247,5.0
98485,2.0
96116,7.0
73266,5.0
36275,1.0
44200,8.0
98593,3.0
85254,5.0
72652,3.0
25374,2.0
99129,7.0
85789,4.0
69328,9.0
90327,6.0
94882,4.0
38370,9.0
38068,7.0
53710,5.0
73142,9.0
45253,8.0
84025,0.0
70232,2.0
71324,2.0
21664,4.0
34133,4.0
77341,7.0
36885,4.0
43496,3.0
99844,2.0
31069,0.0
95412,8.0
97009,8.0
97188,8.0
38654,9.0
38581,7.0
34313,8.0
88542,0.0
50048,7.0
55297,0.0
90467,7.0
24347,3.0
80256,3.0
71738,2.0
44531,7.0
61936,0.0
82563,3.0
22778,3.0
41860,9.0
51320,5.0
53746,1.0
88061,3.0
99630,6.0
25123,7.0
42345,7.0
52471,9.0
42861,8.0
88063,1.0
69372,1.0
88129,7.0
40587,7.0
26611,8.0
72494,7.0
73326,5.0
30633,9.0
90548,2.0
41100,1.0
54375,7.0
42508,3.0
90164,5.0
35598,7.0
87586,0.0
58725,4.0
53278,4.0
40265,4.0
86999,0.0
43682,7.0
66339,8.0
98982,1.0
54122,7.0
82483,0.0
87214,0.0
24410,1.0
61584,0.0
75351,9.0
66796,3.0
90687,9.0
83796,0.0
77367,2.0
49163,1.0
91707,8.0
61713,1.0
91296,6.0
71913,7.0
99037,2.0
47724,0.0
44118,6.0
63353,2.0
33622,5.0
49526,9.0
92988,8.0
80269,1.0
77922,2.0
54066,4.0
83344,6.0
45141,0.0
78596,6.0
48219,5.0
45786,1.0
76372,7.0
88032,3.0
25890,3.0
24388,0.0
82135,9.0
94719,6.0
88806,9.0
71230,5.0
68325,1.0
49373,7.0
85478,7.0
88808,0.0
96139,7.0
51629,6.0
42557,8.0
60805,4.0
74467,9.0
62674,6.0
76998,3.0
28812,9.0
86422,3.0
21179,3.0
45228,0.0
85647,8.0
88929,4.0
34872,0.0
71339,0.0
45787,9.0
86308,6.0
44654,7.0
84253,6.0
31925,5.0
88903,7.0
25884,8.0
52328,4.0
35957,0.0
80266,8.0
29481,9.0
54907,5.0
35233,7.0
81552,4.0
34132,0.0
35256,2.0
50925,6.0
27172,7.0
30593,3.0
70790,6.0
87511,0.0
54002,6.0
37252,2.0
40900,7.0
88054,9.0
36694,5.0
94362,2.0
29062,3.0
45593,4.0
74381,3.0
85818,9.0
57151,9.0
64196,0.0
59833,7.0
94263,7.0
38999,1.0
30586,3.0
81509,9.0
26358,5.0
98136,5.0
96905,7.0
52978,6.0
92608,6.0
53882,9.0
58236,0.0
52642,8.0
89038,0.0
59333,3.0
53450,8.0
76120,9.0
72701,0.0
82123,2.0
69549,1.0
96451,8.0
94786,3.0
22527,7.0
90964,8.0
91552,2.0
48779,4.0
35401,8.0
74397,2.0
34720,8.0
91445,7.0
42598,9.0
32088,7.0
61895,5.0
34153,8.0
85396,5.0
37652,4.0
67016,4.0
77216,1.0
64889,7.0
41967,4.0
31636,9.0
43071,1.0
39231,1.0
67156,3.0
41622,3.0
71161,1.0
85047,9.0
62978,7.0
81850,5.0
48189,7.0
77586,8.0
76526,8.0
56302,9.0
41777,0.0
84829,5.0
39039,4.0
97768,4.0
38707,4.0
82211,5.0
29255,8.0
67005,6.0
56920,4.0
40330,9.0
40471,3.0
30623,9.0
52105,4.0
86404,7.0
88306,6.0
71628,5.0
45336,4.0
48511,6.0
70290,5.0
46993,5.0
71540,9.0
72599,5.0
49036,4.0
47913,5.0
38802,0.0
41692,7.0
56994,1.0
92582,8.0
33265,9.0
34187,8.0
45929,3.0
43962,9.0
79622,4.0
97345,0.0
87936,9.0
34804,4.0
79573,3.0
78426,7.0
81965,3.0
23980,2.0
65180,1.0
80385,9.0
62070,7.0
62453,7.0
27206,2.0
77505,7.0
88281,0.0
82098,1.0
62862,3.0
94987,7.0
27289,7.0
46356,1.0
27472,6.0
51665,6.0
39484,4.0
39449,4.0
37683,6.0
75050,9.0
45503,4.0
52755,2.0
46452,7.0
74936,2.0
45814,8.0
78589,8.0
52166,4.0
51568,2.0
55214,0.0
69654,2.0
83508,0.0
57333,2.0
99339,9.0
68507,9.0
28909,7.0
69806,2.0
53241,7.0
25169,2.0
57836,8.0
62509,2.0
45494,3.0
49244,6.0
55386,8.0
91504,7.0
25525,5.0
46209,0.0
55941,6.0
99035,4.0
81163,6.0
20548,9.0
62531,2.0
52877,8.0
25036,6.0
43513,0.0
42332,0.0
46919,6.0
32915,1.0
34460,8.0
83038,2.0
90701,0.0
99862,6.0
28169,9.0
59479,9.0
57097,9.0
35600,9.0
34751,6.0
49856,1.0
41558,0.0
61700,9.0
91001,1.0
43531,8.0
99527,8.0
84609,8.0
99745,7.0
33407,0.0
83499,9.0
52575,3.0
52942,3.0
76951,2.0
44598,0.0
39599,6.0
42413,1.0
57128,7.0
67823,9.0
21975,1.0
66948,8.0
31948,5.0
63597,9.0
36248,5.0
85134,0.0
50305,1.0
91932,7.0
82848,3.0
98420,0.0
40750,5.0
89914,1.0
35551,6.0
37717,8.0
20619,9.0
31432,2.0
35912,6.0
46466,6.0
50828,9.0
73241,7.0
32394,0.0
62224,8.0
71839,0.0
32276,2.0
43194,3.0
21793,7.0
52019,6.0
25371,8.0
72479,3.0
44562,5.0
20534,2.0
56515,2.0
46549,7.0
69176,2.0
43590,4.0
68890,0.0
52650,0.0
65185,1.0
91129,6.0
52377,0.0
39518,5.0
37045,1.0
45351,2.0
64390,1.0
20429,7.0
26294,6.0
64408,3.0
31332,6.0
40262,1.0
77751,4.0
59476,9.0
99006,6.0
53656,6.0
45779,0.0
99886,7.0
57728,0.0
52065,2.0
59780,2.0
94063,6.0
66595,2.0
92518,0.0
61458,1.0
65361,5.0
69740,3.0
72967,4.0
74561,4.0
58952,6.0
33768,7.0
50329,0.0
83312,9.0
89604,2.0
71993,0.0
26571,7.0
33257,6.0
22670,1.0
51519,0.0
22758,6.0
37904,8.0
85976,6.0
44388,1.0
61009,3.0
20114,1.0
48069,0.0
80299,3.0
81274,4.0
68655,4.0
27924,8.0
68874,2.0
28769,0.0
46814,6.0
57609,3.0
36672,9.0
53962,8.0
32573,9.0
47646,4.0
83412,1.0
61177,9.0
70240,3.0
35004,3.0
29525,3.0
92856,1.0
82732,4.0
64881,6.0
92621,9.0
80913,6.0
55235,2.0
52731,5.0
95274,0.0
32008,9.0
39533,7.0
46090,4.0
40040,0.0
72990,6.0
77593,2.0
85808,9.0
24144,0.0
60563,4.0
26191,2.0
38019,2.0
53327,2.0
85793,8.0
27628,2.0
63812,5.0
81798,1.0
81323,3.0
27171,8.0
80232,3.0
76513,8.0
57994,5.0
74144,1.0
67451,0.0
43886,9.0
41505,4.0
39496,5.0
58739,6.0
26417,3.0
68185,3.0
88720,7.0
37734,9.0
85192,5.0
72450,7.0
74014,4.0
41890,5.0
61560,1.0
85627,1.0
35273,6.0
80519,1.0
46826,1.0
60927,8.0
29129,7.0
29316,1.0
90604,1.0
61375,1.0
28240,8.0
90083,8.0
58921,0.0
37961,5.0
51558,0.0
81972,4.0
91903,6.0
33617,6.0
47051,7.0
46336,7.0
34138,4.0
74864,2.0
47291,5.0
37694,6.0
87346,6.0
30367,9.0
37241,9.0
28813,7.0
77131,5.0
56730,6.0
95730,3.0
34066,3.0
42176,1.0
97892,3.0
21153,6.0
65643,5.0
34050,7.0
42428,1.0
54043,4.0
64658,1.0
30290,5.0
44582,2.0
66912,4.0
88590,6.0
66746,7.0
75689,4.0
86221,7.0
70206,1.0
24311,5.0
50228,0.0
32900,4.0
22415,4.0
87233,6.0
58021,9.0
55842,9.0
92499,0.0
78085,7.0
89592,9.0
75911,3.0
65789,6.0
89835,1.0
25127,7.0
64309,3.0
23203,9.0
40298,6.0
20090,8.0
46823,8.0
44548,5.0
89944,4.0
93135,8.0
57511,2.0
51593,1.0
97720,9.0
86106,7.0
23017,8.0
30553,6.0
32486,7.0
33570,5.0
36556,6.0
22019,2.0
47453,7.0
86897,6.0
78063,7.0
44091,0.0
71673,0.0
38336,7.0
20448,2.0
55729,4.0
48745,6.0
29435,8.0
30339,0.0
78857,1.0
61323,2.0
27667,5.0
91465,3.0
55278,3.0
41836,0.0
28717,4.0
40294,8.0
98048,3.0
41039,9.0
36315,8.0
79053,9.0
23574,4.0
29833,7.0
47689,9.0
95951,5.0
73015,0.0
41271,6.0
93786,9.0
24572,6.0
71840,2.0
79936,8.0
83542,2.0
41356,4.0
40562,4.0
50065,7.0
92452,8.0
75256,1.0
92175,7.0
88359,1.0
80551,1.0
88824,4.0
77265,2.0
50064,8.0
70832,3.0
87058,7.0
91516,6.0
84170,5.0
44739,4.0
59274,6.0
54959,7.0
43898,3.0
74208,3.0
28567,0.0
63024,2.0
71754,4.0
94988,2.0
76370,6.0
60473,0.0
29786,1.0
87053,0.0
75464,8.0
27878,1.0
92815,6.0
44863,3.0
49893,0.0
55531,1.0
31933,4.0
66880,2.0
91311,0.0
55953,4.0
44334,9.0
98689,6.0
56461,6.0
99447,4.0
38634,2.0
50950,4.0
24706,3.0
71803,1.0
34031,1.0
88716,7.0
67849,7.0
73485,9.0
63165,2.0
36324,4.0
67935,9.0
86707,3.0
45927,3.0
21850,3.0
60774,3.0
56455,9.0
43239,0.0
36030,1.0
37455,7.0
52718,7.0
89197,0.0
73045,5.0
79957,0.0
82535,7.0
55536,8.0
52703,6.0
48688,4.0
48139,7.0
80565,4.0
79237,6.0
40288,2.0
44254,9.0
20339,1.0
92326,4.0
31744,4.0
75663,2.0
48755,2.0
82770,4.0
88309,6.0
83032,6.0
29763,0.0
90896,9.0
23457,0.0
56220,3.0
89583,8.0
54596,0.0
38220,1.0
82152,3.0
92282,4.0
38051,8.0
29999,9.0
78527,2.0
26457,9.0
77964,6.0
30411,2.0
54624,9.0
82225,9.0
58935,7.0
83298,4.0
63746,5.0
91344,2.0
28042,2.0
88934,0.0
79256,6.0
33346,8.0
75072,8.0
49989,9.0
58345,0.0
65974,6.0
45935,0.0
44474,0.0
61008,7.0
25053,9.0
63771,7.0
76373,9.0
81337,0.0
88142,7.0
33411,3.0
52859,0.0
32139,9.0
41263,6.0
74751,2.0
93388,5.0
89447,3.0
39969,6.0
91301,7.0
52250,7.0
97467,0.0
35569,9.0
65292,9.0
97627,8.0
54152,6.0
34121,7.0
90707,0.0
46007,6.0
72750,6.0
95075,5.0
29353,3.0
28413,8.0
72520,4.0
48477,3.0
32010,9.0
45453,3.0
45273,0.0
88768,0.0
59395,4.0
56691,1.0
59764,1.0
45230,8.0
47230,9.0
89270,0.0
82252,6.0
45958,7.0
65149,4.0
97865,1.0
73751,6.0
48363,6.0
55084,2.0
46166,2.0
52900,2.0
72738,1.0
31059,1.0
54897,4.0
50915,0.0
72552,9.0
87424,4.0
20838,2.0
52423,9.0
55904,3.0
74136,3.0
54018,4.0
93080,3.0
77759,1.0
36995,1.0
47376,7.0
31795,2.0
60565,6.0
30961,4.0
83431,9.0
57655,7.0
78470,1.0
78849,0.0
93184,4.0
46165,9.0
55203,7.0
66366,1.0
46390,0.0
96766,5.0
63452,2.0
20865,1.0
54930,3.0
31594,9.0
78318,3.0
85399,9.0
87938,4.0
81954,8.0
20594,7.0
75514,4.0
30746,2.0
25291,9.0
68461,4.0
43007,9.0
25993,0.0
30230,4.0
99810,0.0
22545,1.0
65253,2.0
26918,3.0
30559,7.0
61690,2.0
73601,9.0
79203,3.0
77706,3.0
29139,0.0
93935,5.0
53782,1.0
51070,1.0
69639,6.0
58642,3.0
26614,8.0
98716,3.0
65298,0.0
40595,5.0
67602,9.0
82303,1.0
42888,0.0
75981,0.0
23011,3.0
30161,0.0
79215,7.0
39020,0.0
36156,9.0
94310,9.0
88964,0.0
81802,9.0
43819,4.0
60783,4.0
98276,1.0
26383,9.0
47746,7.0
32329,2.0
60823,8.0
64621,2.0
86868,1.0
56355,0.0
73865,6.0
40273,9.0
78428,3.0
52223,0.0
23209,3.0
45614,0.0
66699,5.0
61679,8.0
49511,2.0
63479,9.0
59726,9.0
93146,5.0
97280,4.0
57469,4.0
36220,0.0
78878,1.0
20824,3.0
79283,6.0
38213,3.0
26302,7.0
74969,2.0
89849,6.0
31721,8.0
26260,6.0
72388,4.0
57430,9.0
34250,9.0
69163,0.0
25798,5.0
58200,7.0
90791,2.0
68553,5.0
49073,3.0
88095,3.0
56865,9.0
86688,4.0
78465,0.0
94659,4.0
57374,3.0
87983,9.0
65822,6.0
63787,5.0
84206,3.0
35209,7.0
49127,8.0
42632,4.0
54698,4.0
75902,7.0
61989,3.0
93856,2.0
55965,7.0
65346,6.0
72911,9.0
90221,6.0
71094,9.0
90172,3.0
87434,5.0
72866,9.0
42495,6.0
77079,8.0
74192,7.0
49148,9.0
75632,3.0
56230,4.0
32191,0.0
22477,2.0
69807,4.0
53545,7.0
67953,9.0
74279,9.0
75059,8.0
65909,0.0
22257,3.0
21889,5.0
26097,3.0
37038,1.0
86903,8.0
34880,8.0
54727,2.0
38847,7.0
25505,5.0
97567,6.0
79568,7.0
44227,3.0
65036,6.0
68386,5.0
82900,9.0
76897,0.0
59220,9.0
70420,2.0
78769,2.0
37769,3.0
64413,4.0
89323,4.0
63069,2.0
56340,9.0
39609,8.0
46442,0.0
98638,1.0
61318,2.0
80411,4.0
28329,1.0
44265,9.0
26224,8.0
36950,8.0
60008,0.0
43554,3.0
99212,8.0
71273,4.0
38184,7.0
42133,5.0
41803,9.0
25649,5.0
79694,1.0
54438,4.0
45754,3.0
57067,4.0
47269,4.0
97179,1.0
45440,0.0
59349,7.0
29995,4.0
54452,5.0
24512,4.0
