ids,label
62134,-29783.57557965559
82228,10340992.594632722
79309,13233.477173129004
31987,-941790.4975959342
52395,1751.196367720093
34413,-13667.36577673513
91137,12503.662782940353
88937,71170.7241533901
57600,-17918.58398907401
24284,-298868.0041042748
26874,5919074.912383181
41084,-1275518.293313311
86402,-790138.6893577946
52220,987182.0651684583
30865,-21420.296177633543
40062,6722.992594178906
65939,199307.08761049042
48491,-5726.4543916812645
83125,-20281.15600676246
71954,-18706.073985833922
65389,-4171.020491602997
60570,16209.173392665933
33950,-24544.52707366828
78029,-33648.32540859
28828,468952.3821984641
40519,-2617.5193962685935
38205,-15283.360096467719
22323,-5211.6326894343165
91732,-27511.258006433512
46383,22112.165552295228
23989,-4407.61992409553
92517,-51552.869181114416
86893,2098.563877611794
34037,5394.15954676927
36721,343726.88748276077
55718,9661.920704280576
73664,15339.533217964165
44305,14762.316451241675
50644,13954633.438072845
42308,95.59193082163438
40328,16745.683156355066
92095,-28803.461313859654
64895,-14839.035976630466
21436,19798.953325540824
54725,12074.56288184658
75954,-33437.416832433
86262,9500.96533454138
70321,5097.428549796714
36826,-6737316.308569788
29631,-28568.34504117717
55203,-19428.412260536963
72651,-35760.050289432555
59643,-21807.353688181014
36427,136584.98500690094
24271,-5829067.803262247
21634,-13087.604409909674
93873,-8081.6704981657
21139,-18429.3684885869
81315,-22407.401666960715
59278,-11852.577016425557
31904,-29753.031148864327
51616,18830.512260879026
38957,-16362.371461383807
98224,11502.192037335592
37343,-10116.803207060391
84395,6607.852788239454
68693,-33492.91319523541
59973,38904.84301801415
64032,212262.97915194635
88941,-30934.593925341826
87880,-30631.464587729235
30717,4614129.64680093
57926,6738931.429015749
59284,9927.638807820365
65340,624.8252647635873
37862,-274376.6245891008
42885,-230397.67361645374
95106,-11133.694541584644
99473,13398.060518340231
22879,3157.219183860676
41073,12186.312216163811
94434,16575.681402165712
55059,5996.622804168315
83598,-1913.859616064501
29912,-18415.02169574354
48165,-21719.52656952136
64884,-116977.55105264822
20118,27516.930542712107
78508,-8008.138952314424
69314,5292.386761148822
87485,-14780.325224966828
64992,-23408.843763735524
39849,-22322.406505528277
21022,4347.186658053601
95448,668042.1653780042
77765,-30064.127475049885
95003,17739.316373093563
24129,2991.0843149883312
58213,-22997.171058629116
74920,159703.5779932922
70348,-18249.9139240434
83980,16043.732667902377
72123,-24435.50799425943
55316,54918.58864963987
24286,-19278.357379480418
85458,-30144.85648802403
56367,-31756.63287469901
69616,-37212.022752023055
82918,-403845.01825276355
80307,65584.10091071544
86689,10732.832491877902
87439,15755.643573183139
57828,1827628.1645179866
63205,-1292.7153954663418
77009,2251.1811801731837
34002,-30214.66176273686
42798,481031.46850741387
36091,16674.389987993498
64167,105888.69532850497
37768,-2735.4106103441572
55818,20330.175714341283
85432,166569.1806356189
35786,-35504.73299205232
88975,-24719.80730813231
52913,-374.83008235534544
78318,-9775.43106172425
34106,11138.265182623076
98891,-9977.410114477683
60048,-10573.523373811053
65926,-172729.87561091536
86704,-13807.424418207464
68137,14808.84696745254
68753,-160309.84473165916
25344,2734.042704721169
73384,-5934.919351828232
76016,-8845.187058326777
43399,179338.49862979475
85611,-1327402.8250545175
31491,-33482.53383865019
92736,-26649.189720252398
64571,138713.0613252754
46149,54175.459024634816
38766,2126.5235313105622
41954,-11022.757742332504
98723,-379.8789778221926
39199,-60302.304701018475
70606,-9161.367538653561
72649,4022402.886252425
90341,167435.6716265827
72304,38486.53476599981
31353,5713.321536471078
64366,-151450.66890382252
79335,-5593.657886237785
43477,-10261.253040531885
48658,-18970.604133402645
38055,2736.911834236942
38616,11363.858127909372
34427,1656870.7907312005
50513,72022.39451978421
95317,-17174.327828976653
40030,872797.9811497612
75311,11100.95465339771
60921,-7460022.690785801
36691,-30627.082406308
60410,16276.060281243956
84783,11217.356845542718
83110,-29896.43035933481
38127,7313.298585825829
24749,-427353.27189648524
59270,3722096.8426134195
74147,7441.500495274458
92654,17884.799344833446
22250,-23664.704797451137
68558,-7997.628352346604
98213,6213.727155719489
64402,-49947.300840321164
32359,18194.975119881827
39253,13542.853298349602
38412,14842.792910683895
76568,-113951.60904759463
56109,2412.8831432564166
91499,-13933.098087579301
47675,2384550.283790778
97743,13799.667092180638
54497,10933.561807841952
31628,16780.618619474357
62997,-250.51143701353612
41500,9284.669120315166
67832,42880.41154188664
88159,-27240.310967465026
58149,149234.511435158
72485,-27104.471718273002
24669,30449.7883179407
51601,-8074.967582495996
78431,-60827.51249630309
99493,-19223.433356470377
78261,-15141.066454789987
20476,21398.265778631954
82735,-3082379.565732524
55749,5336.411333164584
36333,16071.367027048947
51306,-36864.05539228369
24105,488.1687367332015
42349,-3362.394786650063
87458,-5311.6209097774135
58029,-23327.297500121524
81459,-34293.74929514158
26213,15841.394956350929
29659,-126682.04147868286
51954,-445162.33725540154
81437,4723.562946877444
46460,138121.10851218805
49076,18408.59699610278
27607,1103.4237563698534
43797,-6406.680876191789
49762,-5986.631230828089
58609,3001690.1901296717
53677,49627.937470834055
47295,6653727.611013881
89254,16227.346945039799
56435,-352386.2405543737
72554,723345.5895658706
95363,240.33983533098854
57127,741577.7008782983
82018,8074.082962032911
64601,12300.113255825332
28927,1231501.987633414
40074,19544.453963660402
41917,-37273.34051567943
53998,64711.035533286755
79328,3492.4392380596855
83347,-31090.441679940675
46466,44051.97232387086
61109,47796.2951870097
88334,-579114.1741637621
65721,-18856.87283861638
84515,-5368.983496242674
24346,-4517.655829505856
92882,548229.354284202
60407,-129755.70116794265
48277,-6037.5971962765525
20095,8198.225905007143
58156,-3917.3751597481514
52362,855.3924010288465
96243,-21412.879971605027
81212,339894.4524872002
68680,-30785.679332897853
40874,4665.724835898249
46565,-16832.582792506822
69069,-4294.744438426874
41593,-491554.5554808152
64866,-31121.799991329528
21409,13576833.019507697
21940,7261.881660854431
59262,-2327.4429652180315
41446,800005.1034423155
75285,-331297.43867452396
43391,14554.850850064953
62221,307660.292191625
36913,-21648.313790181557
84237,14784.079404361435
35384,1839.8878275162879
34044,3707.0482016122587
55024,21435.397295178045
53852,15243.99664025989
52589,-9255.741602918939
44129,6593.524258804084
28100,8005894.138943764
29875,61361.82783404644
69528,-372750.80955185735
21443,14689.93860677772
55628,-110081.78919932361
62233,-109505.00993274296
57633,9133.854778143961
67929,-299891.17152830085
25411,13092.252831978161
78781,192787.00831375443
35545,4915.60309566801
72787,7429.221281985176
56594,-1123585.699679006
93969,-313023.4975488452
63284,19826.04948359843
71067,12440.598430643715
33317,-20591.729245542156
98172,-16983.608326889538
53361,-219632.20458498076
52869,42668.66457758418
93922,-9519.431701926665
41135,92785.12791427448
74952,-6580.290192333914
89211,229029.0892434593
41200,928.428157680306
35925,3084.1195096310294
37825,-14520.064235528384
97234,-17035.052649032426
29834,1869.0028620689209
70026,645651.0480875076
91060,74207.3052969755
62120,-7326.339924598373
29112,-9826.467147953541
31461,4879.888886499373
78740,-506529.28890336194
55054,-34324.435045984304
60981,-12622.900609085917
43244,-12443.014889299446
58145,2102509.8965816936
60117,6967.165750655093
45943,11948.26007623449
87893,-33029.095152860726
40506,113470.97364477208
72566,-17584.62082880136
24613,-944761.393011461
66490,-223925.40544388033
87096,-7365.134542251842
43190,36834.92948731814
75405,-15350.977339373467
96287,19801.681564579827
75310,-14625.260022831166
73241,-14187.325708060633
84278,-15630.425062321761
76614,-11292.20238052008
98329,-1629389.1103785185
54562,-17725.069618290945
48447,17066.845125169268
91539,-15736.5113117797
46593,-28985.772606766477
34241,14671.11262165111
75234,-15082.446514608599
47262,161672.71533429806
33753,-55127.21083073639
62940,-15594.379671083852
31826,-3327495.8235521805
48485,-14487.967085509334
30770,-2178.772955257764
31880,3934714.287176502
94451,-19023.54593197241
78617,-27939.886327702712
71035,-2150071.946055805
54300,-140348.1817942638
85644,-111766.32886492478
40430,-13249.74422975294
60420,3827.662279548729
56957,1511568.0211916764
81481,-201631.22979390438
81698,-37024.703432255694
78140,111847.08299613929
83164,-2361.432181353668
75499,-34436.83885674841
75046,-33296.283499654135
43047,-19119.086865417485
27642,11731.724677505563
26958,-28230.783426748058
49720,-6561.246845835698
66990,-24273.734200165687
37878,-3631.7804912844567
63508,-8734.74283358678
61888,-103904.66445870121
56661,-18323.518788734473
33923,-11942.947415953558
42070,3214.2768251242833
58333,-16985.174926988446
91441,15782.553207112802
48461,-751178.351293466
46940,-8190.2329343903675
30954,44136.22168403032
60657,-24254.11508559902
67762,-7699.6549139015315
72968,-185460.769222826
86675,-13553.129497680535
63570,-71100.54513185407
52507,-8784.879660703771
81672,-8821.663953534871
82026,70322.03667314634
96186,-2068.647349418261
29440,551651.4534276781
84218,84383.07947959221
53235,-3408992.976793268
89364,19379.59160286341
42037,-6536.332541356944
85374,-8929.644360611135
26651,-115002.8150497734
97309,-3407.529450220986
68259,356431.3529656493
82299,-25421.326692794042
37594,-2532962.2299055243
66640,-21943.53526156967
21942,3403.9884011600957
56204,-30012.280825974012
42842,6598.28684350507
42882,9432.108321900287
47323,14018970.015747797
86979,23981.01464775252
46082,51374.829485860195
38404,570930.6462287722
86248,67.75909527575641
74353,-429138.4213334736
33902,-14144.095695029331
41886,1532156.6191091025
87017,16072.932830782296
55188,689926.7675711703
89865,10730.33872271763
26700,1532.6958515698007
26887,-4519.882363517735
89051,-358698.1788504824
82620,-91178.3868545731
53560,-34276.65590759199
76142,119181.36601253986
72812,195.84034380957564
22617,7343.367654186348
37963,6189.195054618569
46906,3886.0801519406177
64937,8046.95398366802
35377,33512.482257565374
33416,-24645.306657900976
89043,20638.609511959497
56867,-876174.4438844797
28008,1267666.2146713147
82574,-18399.724170485046
71789,273996.4119651294
60523,-46504.580031738624
46464,11944.64574463929
48172,-25659.90968269809
64132,-19404.409797626642
53264,84867.20994970371
92152,-21560.083198861008
28193,-8603.923003183952
71748,-25359.70586417341
73839,488463.2552620776
25569,-15937.931994193807
81172,38242.12296644612
72726,-3760.922397971317
36828,11363.275484518746
92003,-3936.665093606417
46143,-30240.575088535574
30595,-18171.08887681066
94866,18608.870719035694
92153,62148.38878851488
60584,-431561.6189070021
35692,-32975.09110000096
36801,-26665.113579937242
26986,18461.26386092161
88518,-140701.2578441278
71781,18773.219976911372
28770,-125266.31440407327
65927,-31237.299501108348
93187,-36067.42310719429
38548,14552.894085267728
60907,-5151.026943846655
27361,183129.39419436612
38323,4804.448587390407
60790,-3520.3474790126957
69742,8149.888471171695
65307,601579.2307972384
27372,-27921.32624875341
71044,208256.81325523878
40432,-11303.396994078461
83570,45029.537419588574
76772,-51087.423476665856
88414,-10085.626974109016
29455,-25062.64099812651
66053,-906351.9003036554
99327,4033.0133320664318
44010,11248.930153703905
59815,-23563.757842809842
76527,879984.795851986
47650,229903.34961912516
30659,-32148.421142337203
69071,-33499.075920143114
28819,-118634.38545281274
57743,150518.53121089225
46755,1500.5799086476618
57445,-250079.97625496617
51324,2430.7990556075238
60627,2617240.7989120176
70220,-21329.304507670742
98160,-28448.50093828501
98546,-20449.598830311443
96471,-21826.79618777849
26227,-13368.366496571156
88056,5267.8801809695815
88845,11469.25669195191
51603,-26928.84478515423
25271,13978.080634456333
53460,792461.5612179509
75927,-2831.2287211823477
25186,-32552.855765254135
95891,31939.685396259978
72991,2008375.962655605
44254,5238305.279310475
20976,-770731.7707705329
41137,29318.561504291254
31091,2635121.924585151
26344,-14973.459515314336
65434,-8866.435652416356
95015,-33882.65388934514
20651,-1674.65207932065
93361,12151.993494939024
32186,-264456.32678727485
48158,-4040.36962657995
25043,337798.81260111276
28633,-89449.13893453153
46604,14274.312227248198
75123,1016143.8886955907
49020,4563.640855001897
93433,12997.416066370906
22685,80103.36372677475
48982,-32164.694752066745
28106,-52681.9185774157
63793,-1656.5506349481511
22249,-32884.29064425362
61578,-27133.694554760637
41928,-23777.975663720572
57377,9802.899144196153
64247,7156.701631042686
47344,-27413.969319182324
42240,-30478.324756871152
81741,-30898.685404162898
25243,-28058.47373842293
70543,-25324.50025935557
22767,3865.1580365356876
81148,-20479.20035360475
78192,15450.478581212508
46169,-2666015.9288789653
42513,8487.582756116617
93740,16615.83313033061
65015,-16035.085935772038
34485,-8265.342994608029
30988,-33557.974922554524
20615,-16965.32500339576
23888,116894.82152128265
84400,-7500.225986313335
38488,15143.013030935139
91912,1648750.654582415
80644,12863.174240040758
41967,-11690.03147294614
54559,-13106.959234161177
44774,-11487760.436693924
94812,10177.442891193887
38308,-36760.75604761181
21961,21050.170141431794
97951,-35513.5018967032
30591,-27038.317013705448
51894,13580.235591339902
23626,-1541484.8541065352
91571,-9057.98512018627
64671,-14206.597047371592
40216,-11294.03884629985
86552,15260.978082742446
35148,174766.0033469473
90720,-29709.753961737442
69677,-1405.9425252251149
60509,-4055.7700011287543
60814,-160853.31168386523
49168,-34574.901338300566
55207,1755919.536526161
81281,20957.174076499497
36425,-26307.46050938055
52727,18621.900899926586
83206,2895082.921992838
64406,-17117.58986169732
96078,65147.21208240414
37391,147.36206432148356
32887,-26812.204464613722
44763,-23549.214084072555
69345,-12675.975209733355
20585,-2070.092333237506
62795,-1181.5997788279838
83721,-21446.32967479768
40884,-137344.2904427738
64302,-1796761.0157811972
28875,357700.7514251419
63497,-31919.554655676227
20655,198147.74079548052
33047,11199.684352712464
38397,17463.013793913102
50272,-143315.0321568293
78070,-24927.736703863528
78051,-215786.18289143985
65124,11724.471339924703
23591,15419.58047270925
83652,-35851.04767439406
60031,35248.3974011382
40516,-1808.2592584798986
66609,7981.3435528152495
70151,-15568.479830613554
32006,3709.340488391119
91589,-382.06017628881455
53185,754337.6157362591
35175,-27469.290349678435
72198,19333.833771976053
84538,-27123.40079316061
25515,1730938.140939831
30593,15061.112614176584
72954,-26706.456412035055
32407,-19011.750501728406
31384,-6722.255775444455
77150,60953.152863094896
76623,-6967.909852346256
47184,-25088.586618856825
43589,-251214.22466717075
41225,-4117.4384810041065
48099,-14068.593574981402
40352,-20349.006917502607
41890,17600.373907335925
58488,-2510368.8919455274
22553,-34552.32069889902
28451,11296.331558512016
93359,546721.2935202875
99383,-27985.092204588567
32285,6915.921342129881
96932,-17553.318688368847
47035,9127.837605233875
26135,52347.81405181699
52915,5801.0788088159825
41259,1554.5400595858828
83270,-66070.81892919586
32970,-23908.92023008509
36014,-12765.396142811687
73025,-28880.84545196657
20864,20537.83146422245
26216,-9764.404302494871
75742,173617.6467375635
63998,-9369.488637799876
39379,9961.060747965488
37020,11221.215744473984
81211,9357935.147003718
22700,2903.5972748140357
68869,8586.39363207434
43908,-22877.477578440332
30657,-1965.6121659588607
88957,-1934.228751534598
59892,-23319.948437959356
90353,128137.94335656865
94701,-15510.460369441933
36514,1082.438799255624
24603,7341.661170285295
22204,13929.489600905823
30079,-5084.7923526258555
84726,-784.0925568684379
23130,-30286.13101109337
33682,-77032.6945494715
65841,1738954.581893818
43007,61038.87413081101
62898,-141.95163398967088
78546,1994.5165788413306
38553,15049.667359476729
87268,8681.878244064274
55599,-5836.117213812051
69617,-20476.0882838163
84895,-7623.772853096691
52142,-6370.651393401915
85474,-50569.1182151083
62800,-5222552.908125519
55073,-6024546.972094064
63334,-19048.043048197607
88087,-26358.935812236414
36501,-9112492.5327364
69683,3716.4388929703764
50642,17131.40032521345
40440,673960.079247961
54341,340778.73030787765
66494,80546.87192200159
33904,4241.106331016539
20628,-1290.405232572286
78050,3808158.280600048
44536,166854.70393860844
24229,1101.0760389544448
27516,-6659.945625773025
40174,-30708.50061464758
92106,-27938.360883322006
20426,13514.461567080458
26291,-31656.2140676126
71481,11335.276454545778
36476,147233.38961622512
29465,-2050.072907376014
33030,3307.552587105167
74022,-280681.8716284131
70360,-22248.126658427136
26505,1227.632821538593
26477,193294.81390572793
91964,-2324170.2313426146
93240,-563271.3602853202
82070,-160749.6156113829
43869,-16168.642059361044
98992,11770.213189586437
43995,-19348.821607970138
53061,799827.7591709414
52469,-35960.306817887176
27325,-107089.08651350801
50562,-17305.392583014836
37823,-539.0626170641681
55606,72636.29884758209
79189,-152518.43631096967
93026,-14857.920235887637
47545,-29348.842098124544
71197,-21411.561175010007
94625,26424.233699072865
34533,-4425.7551728168555
43162,-19346.794283303665
62248,-21775.242689235514
85597,895.4471367658498
74179,11602.564863688458
98003,9398.898475161086
87457,-8954.493149705417
62209,-14836.508340941511
79449,72206.82033689269
51021,-502888.2689519624
87672,-584876.3566888357
67221,3100.740753504275
39546,2548072.0906098476
76276,144445.3886431212
89044,4974.658479133375
93274,-1029800.1552251854
72579,-22770.380169733995
88985,-3163.7923587512614
48646,-19763.168521495383
40778,11451.321858064244
70967,27657.308423418086
99476,881.3819634645861
48236,-22901.4667268162
65761,-15310.557581808707
53086,-30443.334935359373
81595,-187025.9459215883
86629,3438.3277496538667
86241,-627578.8146544867
77840,-170271.71779702036
22291,-312548.1435191944
35633,-3671.931185649583
33010,-23858.88974459056
41859,-27901.995734325974
66788,239138.925068506
41648,-12514.823888019639
73584,6934.454848701715
24953,-1614800.9949477452
57585,-19730.66709645687
60960,-32633.292960684186
81338,-5667.670094927764
62164,4552.55771604011
28440,-23908.193165088836
54165,17697.836295030662
93093,-30743.221247632362
21885,-27836.740275884695
65880,-14703.444254889879
30756,-31040.092180812135
82619,10384.53550853686
70103,-12425.294354882137
96631,-33686.52762830577
87069,657.9261140339895
86330,-14257.460781040825
68106,-23467.130291784342
38152,-25690.127614650024
98397,-16975.394113694492
80855,-1112789.924108118
50007,-96480.21766108905
34503,-3084706.4520708555
91957,-31470.465040676107
56548,-3080.3334964812275
49354,-13801.782669764934
31435,12663.951345805255
44321,86439.43395485863
28351,20360.828866565724
29657,-111811.79046500892
64788,-20478.64483794556
55945,1392864.9694738174
79098,-17593.02084745997
38132,-15847.421590283406
22479,73257.22568546304
25216,785880.5733792883
37469,15920.097135175714
54063,2878431.958333056
63185,262648.3451921456
40665,-30760.035935770575
83148,-25658.263366234678
72052,21735.477983797544
68501,-23954.2428045591
41570,2185509.6210991764
90557,76129.72259013157
28347,-22590.855283449884
70369,-707.6665667126344
70298,-247409.315195396
51118,-19313.24204765592
81423,-2704.1969227773134
76387,-148923.53211237674
54465,4577807.716498764
34462,-511134.920381575
59513,11289.21211139075
29870,209710.95098739793
69552,-25781.97860069402
63465,-7104.025899126767
89918,-26185.390440673582
40233,2984766.6514172824
47176,4445.076708771174
23977,1260734.7657387797
91288,15850.556699992574
52183,-1697912.817083615
65822,4724.334561670325
52448,28793.797127195292
62524,17010.6330264657
92395,-35930.1217577614
66597,2427.4391417248135
92857,-19508.47939247138
36634,-1817.1465878027866
81658,3553.6299800092893
64999,-12858.366414908282
73413,-23189.158579575
20235,-1195.544032364554
90693,16163.551934211157
74480,-26860.713122703506
82895,-11058.936167796432
20648,20179.74605375446
37984,-4173.993461434496
65837,14053.869169673544
94032,-33672.21869572399
47031,3302125.1551368535
99371,48699.99663926448
73126,-259680.8219192111
54773,7109.316597292038
90990,221974.82345397168
29312,-25741.912046296806
69885,-26862.776360478107
48009,-9651.021854187684
95175,-11055.411128176418
75224,-27399.535757502657
34154,-10808.28848295565
44308,9281.290077974218
82696,-9672.259479511677
80154,-8438.90338862698
46298,-36755.75987788813
69467,-86559.39860000792
38603,-36517.38891305636
48289,17311.14855938823
86073,-233642.12807918663
43891,17332.28670778148
22610,-15409.417885931294
71719,-15621.286040312496
27439,18222.51845399905
48049,13700.396918076387
98629,-25625.84511807027
30015,-30364.846770199423
95125,-2942.317454090271
96931,38938.7327952041
47498,-6633.09463663012
97573,-642190.655657702
52719,4914.567842226186
98660,14795569.745300433
26707,-6489.931768482449
93981,13012.338743438735
80534,10383.963428472374
96604,483826.2732664615
47635,-21676.614076154547
20514,451638.12009252334
48797,44787.64380131916
90602,-25829.704552961004
71970,-319690.9692088927
21158,-4522.858251007985
26438,16026.58562632953
91573,9793.011502009025
32616,204598.07301422584
42613,-12868.663364468583
41634,-16041.943599541699
32950,10339.910574504402
80291,8577.262810953229
62966,-399699.1341192317
25188,13362.39819312707
28350,-31046.24766732895
40797,644101.5658194111
74316,53622.630696609434
20539,-1012.4804019365783
49700,10375.64934320469
87881,13611.941716766321
87695,-36935.64392378359
73939,-32004.597967557813
21106,-11885.341741527192
38784,-1964.71213415504
80758,12769.222239400997
77425,-36002.13371218023
27076,85336.61019741633
68807,10858.93974592324
69763,5484.937663679622
23807,-7999.941454871958
95837,468524.7857831857
81823,-33169.076708236185
85666,3390.834624740799
40995,-27341.99447845479
28860,-504989.2580906958
55979,16115.317709379442
29081,-14254.362625903703
58207,2497324.399670765
35577,-18803.378399965906
54883,11284.748091224259
32332,-6581.984273478525
50189,-30384.18242598111
43030,-15619.443154242623
44884,633.8940372209963
27777,-26729.70521477754
60821,-640625.5588950976
62601,-13098.589238172392
53875,-37386.936311265374
76025,143794.75689093317
94256,126201.71736072909
93385,8161.738193619467
98089,-557006.1558878312
93744,20056.061778456264
87565,585623.6783702496
82898,12807.59613129368
21220,-130860.42657180669
82769,1111638.3570830668
96425,-2875.7860426894676
46589,-2810.233803343207
45718,-521160.6494958597
62074,7645.405128296223
95942,-4330.155910347419
30912,-17159.273280190406
46282,-11258.709854305545
69290,3068.628774976777
23554,-2434.965055172368
77239,95475.63319095992
24424,-105551.49087187122
67975,-22432.337818472435
44622,10438.930517691291
26348,-142456.09248472858
66309,-30236.924161797644
29970,-13008.584477748182
71174,-196.70641535066352
47771,-207247.31178758998
73524,-5059.546552708129
83845,-10806.030972672996
54829,-19482.5367818264
75830,151824.0280716993
32703,8639.503166508577
95844,-21391.755432629434
48760,384799.5421397811
68540,-567952.9538998384
88155,7202.733315324282
50000,3651.070410667775
37138,-2417520.872203205
48748,-28817.155530429336
26474,-15739.933454094542
72096,-5310.028141041938
24256,-35832.383667343776
99144,-87001.19201123335
47615,14399.645798868873
88739,6327.796843620845
90841,19114.967314100337
23502,17017.857461261963
98921,-24009.87166815962
90394,2849.2869334855422
60942,-24039.46828494208
95362,-736421.5971430396
54962,-25700.040579012
86112,-14012.01402949721
89589,2231.695987285553
78490,-194707.93914991547
74870,63138.99064720127
39720,-20523.16424923219
26110,51764.66731991969
97242,-62239.1128924111
29642,-15922.786727831508
73091,225398.77781088927
25078,-3700.9725920809765
31540,5393.703467306632
91347,594.2724656893279
72971,18070.674216833773
35608,-2276.766945678557
85923,6293.361765504584
93554,463844.40427429345
87568,19319.36068503098
93067,781027.9527743874
25516,-7655.747287563713
47542,15213.692774312616
32741,-23218.69650313131
92372,-282189.16098244675
28979,-7202954.219350862
40811,-27783.89730950514
40750,2801.830600133131
76912,134036.56304918864
48324,-36522.40895239502
57256,14391.775776464066
60851,10526.458662909574
71156,-284494.027543306
70612,-1191.8325510132036
78759,868043.7699597111
86738,15440.595985095684
32355,4611.092726152896
55640,174338.3946139287
93061,11626.514034631733
97634,193054.37700084658
81650,123918.9734348045
93474,-19066.798402754437
43133,-2256059.2800167026
90342,-21911.702176722953
58077,-1200700.366980845
59413,-22239.417874159306
28175,1056526.4403530185
75563,446188.7503992153
49124,14016.711513584309
40359,234532.0599559065
38151,-9728.478537052511
50003,8445.979210441414
53895,8170.863631111208
57945,14054.204263357986
98954,-8804.74251334399
96805,497644.71439009736
38373,-284125.54917984
53169,-23009.69639145465
99651,-23426.89225040045
71495,7214.255988524568
78726,-17844.2094995944
99369,3391.1299403917874
42627,-129184.08591644044
20757,-10309.932707629834
61796,-26584.583466222022
28023,8889.583546495722
46020,-126557.08715267526
75947,8757.455775260498
79205,2982.3172843162884
81291,16460.845733752925
24290,-6991.3456458602395
36415,-124584.02096024496
79179,-1435.3965449327334
28831,14985.494319809446
64399,-30262.642591226693
86922,18687.438899930996
82170,-26549.292020673704
61138,5766.550221820033
42489,-58272.687129803606
44572,20588.158286199854
61042,-37658.22129764042
61881,-32142.37875488549
83854,-34386.19276975385
73104,3283.761431123128
28553,9498.858729687827
47640,-34474.06614216472
24135,-389353.03829851747
54468,318018.29235347814
69157,12161.329590024163
24253,143790.53555982345
68750,-23255.59770498291
58583,3049.194835363038
45278,-17548.71266371185
20459,-5814.447352790097
23496,-18952.442031295475
26649,-77614.11109948784
47887,1370.44902885394
33109,-9175.598158980329
68016,17028.97413993349
44476,-15260.21221642474
49371,45900.34359823472
89556,-37631.20336646139
98796,-24404.925707095645
42572,14427.292770348133
98914,16379.891118705184
47472,9644.253286396399
76011,-676032.5966310039
45601,-35970.83323891185
24137,2103848.1508093714
87390,711137.2883030673
83548,41992.2650630487
70165,-36582.300766141576
66462,1557.1851120129522
67173,7561.6572586618
57468,234671.0441154664
46193,39658.5994624163
20816,760.2090725256476
67985,18069.29649537673
92166,-24729.34800172227
59866,19935.211965066017
43027,-835.1255180100034
94549,-4499.382072678643
23151,49732.07780729336
73535,-87861.64264919405
90119,12047.738023388012
42718,-30921.40123510032
76874,-23335.54676873357
62273,-31533.248865281625
55720,8789.862586521
30667,3837552.8730873438
51717,-35173.20847776079
36716,15511.723240286652
35737,5155.09714035129
59130,-2151.854547616972
55796,-30048.70287676756
89335,8597.738999900577
52547,2581.1858894619527
78847,-9299886.435499195
45664,-13481.21590919822
